,abortion,eth,male,age,educ,repvote,region,state
33223,1,White,0.5,30-39,HS,0.63624343,South,TN
33224,0,Hispanic,-0.5,30-39,Some college,0.338717892,West,CA
33225,1,White,0.5,18-29,Some college,0.518900234,West,AZ
33226,0,White,-0.5,18-29,No HS,0.65670629,South,KY
33227,1,Hispanic,-0.5,18-29,No HS,0.547132256,South,TX
33228,1,White,-0.5,18-29,Some college,0.6111147029999999,North Central,KS
33229,0,Hispanic,-0.5,18-29,Some college,0.547132256,South,TX
33230,1,White,0.5,18-29,Post-grad,0.382275815,Northeast,NY
33231,0,Black,-0.5,50-59,4-Year College,0.382275815,Northeast,NY
33232,1,Black,-0.5,60-69,HS,0.65670629,South,KY
33233,0,White,-0.5,60-69,HS,0.382275815,Northeast,NY
33234,1,Hispanic,-0.5,40-49,HS,0.518900234,West,AZ
33235,0,Black,-0.5,30-39,Some college,0.5266117260000001,South,GA
33236,1,Black,-0.5,30-39,HS,0.41213068799999997,West,WA
33237,0,Hispanic,0.5,30-39,Some college,0.506188355,South,FL
33238,0,White,-0.5,18-29,HS,0.338717892,West,CA
33239,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
33240,0,White,-0.5,50-59,HS,0.63624343,South,TN
33241,0,White,-0.5,70+,HS,0.542676846,North Central,OH
33242,0,White,-0.5,18-29,HS,0.501176682,North Central,MI
33243,1,Black,0.5,30-39,HS,0.338717892,West,CA
33244,1,White,-0.5,18-29,4-Year College,0.643741436,South,AL
33245,0,Hispanic,-0.5,40-49,Some college,0.518900234,West,AZ
33246,0,White,0.5,30-39,Some college,0.542676846,North Central,OH
33247,1,White,-0.5,30-39,Some college,0.547132256,South,TX
33248,0,White,-0.5,30-39,Post-grad,0.550635478,North Central,IA
33249,1,White,0.5,40-49,Some college,0.63624343,South,TN
33250,0,Other,-0.5,18-29,Some college,0.471736237,South,VA
33251,1,White,0.5,18-29,Some college,0.409799486,North Central,IL
33252,0,White,-0.5,40-49,No HS,0.498029716,Northeast,NH
33253,1,White,0.5,40-49,Some college,0.519037458,South,NC
33254,1,White,0.5,30-39,HS,0.6428513770000001,South,AR
33255,1,Other,-0.5,30-39,HS,0.574602564,South,SC
33256,1,White,0.5,30-39,Some college,0.491681431,North Central,MN
33257,1,White,-0.5,30-39,Some college,0.721610523,South,WV
33258,0,White,-0.5,40-49,4-Year College,0.338717892,West,CA
33259,1,White,0.5,50-59,HS,0.542676846,North Central,OH
33260,0,Black,-0.5,50-59,HS,0.5037553579999999,Northeast,PA
33261,1,White,-0.5,40-49,Post-grad,0.693047372,South,OK
33262,1,Other,-0.5,30-39,4-Year College,0.409799486,North Central,IL
33263,1,Black,-0.5,30-39,Some college,0.63624343,South,TN
33264,1,Other,-0.5,18-29,Some college,0.547132256,South,TX
33265,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
33266,1,Black,-0.5,30-39,4-Year College,0.542676846,North Central,OH
33267,1,Black,0.5,18-29,Some college,0.5266117260000001,South,GA
33268,0,Black,-0.5,18-29,HS,0.6017167720000001,South,LA
33269,0,Black,-0.5,18-29,HS,0.550635478,North Central,IA
33270,0,Hispanic,0.5,40-49,HS,0.547132256,South,TX
33271,0,White,-0.5,40-49,Some college,0.453492051,West,NM
33272,1,White,-0.5,18-29,Some college,0.623836582,West,UT
33273,0,Black,0.5,70+,Some college,0.6017167720000001,South,LA
33274,0,White,0.5,30-39,HS,0.473166666,West,CO
33275,0,White,-0.5,18-29,4-Year College,0.542676846,North Central,OH
33276,0,White,0.5,40-49,HS,0.338717892,West,CA
33277,0,White,-0.5,18-29,Post-grad,0.487062906,West,NV
33278,1,Black,-0.5,40-49,Some college,0.506188355,South,FL
33279,0,Black,-0.5,60-69,Some college,0.35983750299999995,South,MD
33280,0,Hispanic,0.5,30-39,4-Year College,0.547132256,South,TX
33281,0,Other,0.5,18-29,Some college,0.547132256,South,TX
33282,1,White,-0.5,18-29,Some college,0.501176682,North Central,MI
33283,0,Black,0.5,18-29,HS,0.501176682,North Central,MI
33284,1,Black,-0.5,50-59,Some college,0.518900234,West,AZ
33285,1,White,-0.5,30-39,HS,0.5266117260000001,South,GA
33286,1,Hispanic,-0.5,18-29,Some college,0.338717892,West,CA
33287,0,Hispanic,0.5,30-39,HS,0.428584525,Northeast,CT
33288,0,Black,-0.5,70+,Some college,0.5037553579999999,Northeast,PA
33289,0,Black,-0.5,18-29,Post-grad,0.501176682,North Central,MI
33290,0,White,0.5,18-29,HS,0.42715809899999996,Northeast,NJ
33291,0,White,0.5,18-29,Some college,0.518900234,West,AZ
33292,1,White,-0.5,18-29,4-Year College,0.5266117260000001,South,GA
33293,1,Hispanic,0.5,18-29,4-Year College,0.518900234,West,AZ
33294,1,White,-0.5,50-59,HS,0.65670629,South,KY
33295,0,White,0.5,18-29,4-Year College,0.409799486,North Central,IL
33296,1,Black,0.5,18-29,HS,0.382275815,Northeast,NY
33297,1,Black,-0.5,40-49,4-Year College,0.643741436,South,AL
33298,1,White,-0.5,60-69,HS,0.506188355,South,FL
33299,1,White,-0.5,30-39,HS,0.547132256,South,TX
33300,1,White,-0.5,18-29,Post-grad,0.542676846,North Central,OH
33301,0,White,-0.5,18-29,Some college,0.428584525,Northeast,CT
33302,0,Other,-0.5,18-29,HS,0.382275815,Northeast,NY
33303,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
33304,0,White,-0.5,18-29,HS,0.547132256,South,TX
33305,0,Other,-0.5,30-39,4-Year College,0.325586625,West,HI
33306,0,Black,-0.5,40-49,HS,0.601173095,North Central,IN
33307,0,White,-0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
33308,0,White,-0.5,18-29,HS,0.59818561,North Central,MO
33309,0,White,0.5,30-39,Some college,0.409799486,North Central,IL
33310,0,Black,0.5,30-39,Some college,0.428584525,Northeast,CT
33311,1,Black,-0.5,18-29,HS,0.35983750299999995,South,MD
33312,0,White,-0.5,18-29,Some college,0.440013786,South,DE
33313,0,White,-0.5,50-59,HS,0.491681431,North Central,MN
33314,1,Other,-0.5,60-69,HS,0.42715809899999996,Northeast,NJ
33315,0,White,-0.5,18-29,Post-grad,0.547132256,South,TX
33316,0,White,0.5,18-29,Some college,0.542676846,North Central,OH
33317,0,White,-0.5,40-49,No HS,0.338717892,West,CA
33318,0,White,0.5,18-29,Some college,0.506188355,South,FL
33319,0,White,0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
33320,0,White,-0.5,18-29,Post-grad,0.338717892,West,CA
33321,0,White,-0.5,18-29,Some college,0.501176682,North Central,MI
33322,1,Hispanic,0.5,50-59,Some college,0.338717892,West,CA
33323,0,Black,-0.5,50-59,HS,0.519037458,South,NC
33324,1,Hispanic,-0.5,30-39,Some college,0.338717892,West,CA
33325,0,White,-0.5,18-29,Some college,0.487062906,West,NV
33326,0,White,-0.5,18-29,Some college,0.693047372,South,OK
33327,0,White,0.5,30-39,4-Year College,0.338717892,West,CA
33328,1,White,0.5,18-29,4-Year College,0.382275815,Northeast,NY
33329,0,White,0.5,18-29,4-Year College,0.501176682,North Central,MI
33330,0,White,0.5,50-59,HS,0.50407989,North Central,WI
33331,1,Hispanic,0.5,18-29,HS,0.42715809899999996,Northeast,NJ
33332,0,White,0.5,60-69,HS,0.491681431,North Central,MN
33333,0,Black,-0.5,40-49,Some college,0.590898473,South,MS
33334,0,Hispanic,0.5,30-39,Some college,0.338717892,West,CA
33335,1,Other,-0.5,18-29,Some college,0.506188355,South,FL
33336,1,White,0.5,50-59,HS,0.611096643,West,MT
33337,1,White,0.5,30-39,Some college,0.623836582,West,UT
33338,1,White,-0.5,30-39,4-Year College,0.506188355,South,FL
33339,1,White,0.5,30-39,4-Year College,0.382275815,Northeast,NY
33340,0,White,0.5,70+,HS,0.506188355,South,FL
33341,0,Black,0.5,50-59,Post-grad,0.338717892,West,CA
33342,0,White,-0.5,18-29,Some college,0.501176682,North Central,MI
33343,0,Hispanic,-0.5,18-29,4-Year College,0.409799486,North Central,IL
33344,0,White,0.5,18-29,Some college,0.50407989,North Central,WI
33345,1,White,0.5,18-29,Some college,0.547132256,South,TX
33346,0,White,0.5,18-29,HS,0.473166666,West,CO
33347,0,White,-0.5,50-59,HS,0.518900234,West,AZ
33348,0,White,-0.5,60-69,HS,0.501176682,North Central,MI
33349,0,White,-0.5,70+,No HS,0.542676846,North Central,OH
33350,0,White,-0.5,40-49,HS,0.382275815,Northeast,NY
33351,1,Black,0.5,40-49,4-Year College,0.5266117260000001,South,GA
33352,0,Black,-0.5,40-49,Some college,0.547132256,South,TX
33353,0,White,0.5,18-29,4-Year College,0.34813573700000006,Northeast,VT
33354,0,White,0.5,18-29,4-Year College,0.409799486,North Central,IL
33355,0,Black,-0.5,18-29,Some college,0.59818561,North Central,MO
33356,1,Black,0.5,30-39,4-Year College,0.338717892,West,CA
33357,0,White,-0.5,60-69,HS,0.382275815,Northeast,NY
33358,0,Black,-0.5,60-69,HS,0.5266117260000001,South,GA
33359,0,White,0.5,30-39,4-Year College,0.643741436,South,AL
33360,0,Hispanic,-0.5,18-29,Post-grad,0.59818561,North Central,MO
33361,0,Hispanic,-0.5,30-39,4-Year College,0.506188355,South,FL
33362,0,White,-0.5,18-29,4-Year College,0.59818561,North Central,MO
33363,1,White,-0.5,30-39,HS,0.5037553579999999,Northeast,PA
33364,0,White,-0.5,18-29,HS,0.501176682,North Central,MI
33365,0,Black,-0.5,50-59,Some college,0.501176682,North Central,MI
33366,0,White,-0.5,18-29,HS,0.484032089,Northeast,ME
33367,1,White,-0.5,18-29,Some college,0.519037458,South,NC
33368,0,White,-0.5,18-29,Some college,0.519037458,South,NC
33369,0,Hispanic,-0.5,18-29,HS,0.42715809899999996,Northeast,NJ
33370,0,Black,-0.5,18-29,Some college,0.519037458,South,NC
33371,1,White,-0.5,30-39,HS,0.35983750299999995,South,MD
33372,0,White,-0.5,18-29,HS,0.5266117260000001,South,GA
33373,0,Black,0.5,60-69,Some college,0.506188355,South,FL
33374,1,Black,0.5,18-29,Some college,0.471736237,South,VA
33375,0,White,0.5,18-29,Some college,0.428584525,Northeast,CT
33376,0,White,0.5,18-29,Some college,0.601173095,North Central,IN
33377,0,Black,0.5,18-29,4-Year College,0.643741436,South,AL
33378,0,White,-0.5,18-29,Some college,0.5037553579999999,Northeast,PA
33379,1,Hispanic,-0.5,40-49,4-Year College,0.547132256,South,TX
33380,0,Hispanic,0.5,18-29,Some college,0.382275815,Northeast,NY
33381,0,White,0.5,70+,HS,0.6111147029999999,North Central,KS
33382,0,Other,-0.5,50-59,HS,0.6428513770000001,South,AR
33383,0,White,-0.5,30-39,4-Year College,0.50407989,North Central,WI
33384,0,White,-0.5,70+,HS,0.5037553579999999,Northeast,PA
33385,1,White,-0.5,18-29,4-Year College,0.473166666,West,CO
33386,1,White,0.5,40-49,HS,0.721610523,South,WV
33387,0,White,-0.5,40-49,HS,0.542676846,North Central,OH
33388,0,Black,-0.5,40-49,Some college,0.409799486,North Central,IL
33389,1,Black,-0.5,18-29,Some college,0.506188355,South,FL
33390,0,White,-0.5,60-69,HS,0.382275815,Northeast,NY
33391,0,Black,-0.5,50-59,4-Year College,0.643741436,South,AL
33392,0,White,0.5,30-39,Some college,0.59818561,North Central,MO
33393,0,White,-0.5,40-49,Post-grad,0.473166666,West,CO
33394,0,Hispanic,-0.5,40-49,HS,0.471736237,South,VA
33395,1,White,0.5,60-69,HS,0.491681431,North Central,MN
33396,1,White,-0.5,30-39,Post-grad,0.65670629,South,KY
33397,1,White,0.5,30-39,4-Year College,0.506188355,South,FL
33398,0,Hispanic,-0.5,60-69,4-Year College,0.506188355,South,FL
33399,1,White,0.5,60-69,HS,0.659718581,North Central,SD
33400,1,Black,-0.5,30-39,No HS,0.542676846,North Central,OH
33401,0,White,-0.5,18-29,4-Year College,0.643741436,South,AL
33402,1,White,-0.5,30-39,HS,0.63624343,South,TN
33403,0,White,-0.5,18-29,4-Year College,0.473166666,West,CO
33404,1,Hispanic,-0.5,40-49,4-Year College,0.409799486,North Central,IL
33405,1,Other,-0.5,18-29,Some college,0.506188355,South,FL
33406,0,White,-0.5,40-49,Post-grad,0.693047372,South,OK
33407,0,Black,-0.5,30-39,HS,0.501176682,North Central,MI
33408,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
33409,0,Black,0.5,30-39,Some college,0.547132256,South,TX
33410,1,Black,0.5,40-49,HS,0.338717892,West,CA
33411,0,Black,0.5,60-69,Some college,0.5037553579999999,Northeast,PA
33412,1,Hispanic,-0.5,40-49,Some college,0.683101767,West,ID
33413,0,White,-0.5,70+,HS,0.519037458,South,NC
33414,1,White,-0.5,18-29,Post-grad,0.473166666,West,CO
33415,0,White,-0.5,18-29,Some college,0.506188355,South,FL
33416,1,White,-0.5,18-29,HS,0.506188355,South,FL
33417,0,White,0.5,18-29,HS,0.542676846,North Central,OH
33418,1,White,0.5,18-29,HS,0.409799486,North Central,IL
33419,0,White,-0.5,18-29,Some college,0.338717892,West,CA
33420,0,White,-0.5,18-29,Some college,0.623836582,West,UT
33421,0,White,0.5,18-29,HS,0.643741436,South,AL
33422,0,White,-0.5,60-69,HS,0.506188355,South,FL
33423,0,White,-0.5,40-49,No HS,0.698092429,North Central,ND
33424,0,Black,-0.5,18-29,Some college,0.5266117260000001,South,GA
33425,0,White,-0.5,30-39,No HS,0.519037458,South,NC
33426,1,White,-0.5,18-29,4-Year College,0.721610523,South,WV
33427,1,Black,0.5,40-49,Some college,0.501176682,North Central,MI
33428,0,White,-0.5,30-39,HS,0.428584525,Northeast,CT
33429,1,Black,0.5,30-39,4-Year College,0.35983750299999995,South,MD
33430,0,Other,0.5,18-29,HS,0.338717892,West,CA
33431,0,White,0.5,18-29,No HS,0.501176682,North Central,MI
33432,1,White,0.5,18-29,Post-grad,0.498029716,Northeast,NH
33433,0,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
33434,0,Black,0.5,40-49,4-Year College,0.547132256,South,TX
33435,0,Hispanic,-0.5,30-39,No HS,0.409799486,North Central,IL
33436,0,Other,-0.5,18-29,Post-grad,0.5266117260000001,South,GA
33437,0,White,-0.5,18-29,4-Year College,0.63624343,South,TN
33438,1,White,-0.5,18-29,4-Year College,0.547132256,South,TX
33439,0,Black,0.5,18-29,Some college,0.5037553579999999,Northeast,PA
33440,0,White,-0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
33441,0,Black,0.5,30-39,4-Year College,0.519037458,South,NC
33442,0,Other,-0.5,70+,HS,0.382275815,Northeast,NY
33443,0,Black,-0.5,50-59,Some college,0.574602564,South,SC
33444,1,White,-0.5,50-59,HS,0.506188355,South,FL
33445,1,White,0.5,18-29,Some college,0.574602564,South,SC
33446,1,White,0.5,60-69,HS,0.519037458,South,NC
33447,0,White,0.5,18-29,4-Year College,0.547132256,South,TX
33448,1,Other,-0.5,30-39,Some college,0.382275815,Northeast,NY
33449,0,White,-0.5,60-69,HS,0.63624343,South,TN
33450,0,White,-0.5,70+,HS,0.63624343,South,TN
33451,1,White,-0.5,18-29,4-Year College,0.501176682,North Central,MI
33452,1,Hispanic,0.5,40-49,4-Year College,0.518900234,West,AZ
33453,0,Hispanic,0.5,30-39,4-Year College,0.338717892,West,CA
33454,0,Hispanic,0.5,50-59,HS,0.518900234,West,AZ
33455,0,Black,-0.5,50-59,Some college,0.471736237,South,VA
33456,1,White,0.5,60-69,HS,0.491681431,North Central,MN
33457,1,White,-0.5,30-39,HS,0.382275815,Northeast,NY
33458,0,Hispanic,0.5,18-29,Some college,0.547132256,South,TX
33459,1,White,-0.5,30-39,Some college,0.601173095,North Central,IN
33460,0,White,-0.5,18-29,Some college,0.6354767410000001,North Central,NE
33461,1,White,0.5,40-49,Post-grad,0.409799486,North Central,IL
33462,0,White,0.5,40-49,HS,0.59818561,North Central,MO
33463,0,White,-0.5,30-39,Some college,0.338717892,West,CA
33464,0,White,-0.5,18-29,Some college,0.519037458,South,NC
33465,0,White,0.5,40-49,HS,0.6354767410000001,North Central,NE
33466,0,White,0.5,40-49,4-Year College,0.659718581,North Central,SD
33467,0,Hispanic,0.5,60-69,Some college,0.382275815,Northeast,NY
33468,0,Black,-0.5,60-69,HS,0.35348721299999997,Northeast,MA
33469,0,White,-0.5,30-39,Post-grad,0.338717892,West,CA
33470,1,Black,-0.5,40-49,Some college,0.643741436,South,AL
33471,0,Hispanic,-0.5,40-49,Post-grad,0.50407989,North Central,WI
33472,1,Other,-0.5,40-49,HS,0.473166666,West,CO
33473,0,White,-0.5,50-59,HS,0.506188355,South,FL
33474,0,White,-0.5,18-29,Some college,0.547132256,South,TX
33475,0,Hispanic,-0.5,40-49,4-Year College,0.506188355,South,FL
33476,0,Hispanic,-0.5,30-39,4-Year College,0.338717892,West,CA
33477,1,White,-0.5,50-59,HS,0.409799486,North Central,IL
33478,1,Hispanic,-0.5,18-29,Some college,0.506188355,South,FL
33479,0,Black,-0.5,50-59,Some college,0.35983750299999995,South,MD
33480,0,Other,-0.5,18-29,Some college,0.471736237,South,VA
33481,0,White,0.5,18-29,4-Year College,0.338717892,West,CA
33482,0,Black,-0.5,18-29,4-Year College,0.409799486,North Central,IL
33483,0,White,-0.5,50-59,HS,0.519037458,South,NC
33484,0,Other,-0.5,18-29,No HS,0.547132256,South,TX
33485,0,Black,-0.5,18-29,Some college,0.542676846,North Central,OH
33486,1,White,-0.5,18-29,4-Year College,0.519037458,South,NC
33487,0,Black,-0.5,40-49,Some college,0.519037458,South,NC
33488,0,White,-0.5,30-39,4-Year College,0.6111147029999999,North Central,KS
33489,1,White,-0.5,18-29,HS,0.50407989,North Central,WI
33490,0,White,-0.5,70+,HS,0.518900234,West,AZ
33491,1,White,0.5,50-59,HS,0.501176682,North Central,MI
33492,0,Other,-0.5,18-29,Some college,0.440013786,South,DE
33493,0,White,-0.5,40-49,Some college,0.382275815,Northeast,NY
33494,0,Hispanic,0.5,18-29,HS,0.623836582,West,UT
33495,1,Hispanic,-0.5,18-29,HS,0.547132256,South,TX
33496,0,Other,-0.5,18-29,HS,0.409799486,North Central,IL
33497,1,White,0.5,18-29,4-Year College,0.506188355,South,FL
33498,1,White,-0.5,40-49,HS,0.542676846,North Central,OH
33499,1,Other,-0.5,18-29,Some college,0.409799486,North Central,IL
33500,0,Hispanic,-0.5,30-39,4-Year College,0.506188355,South,FL
33501,0,White,-0.5,50-59,HS,0.5037553579999999,Northeast,PA
33502,0,White,0.5,40-49,HS,0.5266117260000001,South,GA
33503,0,White,-0.5,18-29,Post-grad,0.519037458,South,NC
33504,0,White,-0.5,70+,HS,0.6017167720000001,South,LA
33505,1,White,-0.5,60-69,HS,0.63624343,South,TN
33506,1,White,-0.5,50-59,Some college,0.41213068799999997,West,WA
33507,1,White,-0.5,18-29,Some college,0.601173095,North Central,IN
33508,0,White,-0.5,50-59,HS,0.41213068799999997,West,WA
33509,0,Other,-0.5,18-29,Some college,0.547132256,South,TX
33510,0,White,-0.5,18-29,HS,0.501176682,North Central,MI
33511,1,Black,-0.5,50-59,HS,0.542676846,North Central,OH
33512,0,Black,-0.5,18-29,Some college,0.542676846,North Central,OH
33513,1,White,0.5,18-29,HS,0.506188355,South,FL
33514,0,White,-0.5,18-29,Some college,0.5266117260000001,South,GA
33515,0,White,-0.5,18-29,Some college,0.35983750299999995,South,MD
33516,0,White,-0.5,18-29,Some college,0.409799486,North Central,IL
33517,0,White,-0.5,18-29,4-Year College,0.428584525,Northeast,CT
33518,0,Hispanic,-0.5,40-49,HS,0.501176682,North Central,MI
33519,1,White,-0.5,18-29,No HS,0.721610523,South,WV
33520,1,White,0.5,30-39,HS,0.42715809899999996,Northeast,NJ
33521,1,Black,0.5,50-59,HS,0.5266117260000001,South,GA
33522,0,White,0.5,18-29,4-Year College,0.338717892,West,CA
33523,1,Hispanic,-0.5,40-49,HS,0.547132256,South,TX
33524,0,White,-0.5,60-69,HS,0.5037553579999999,Northeast,PA
33525,0,White,0.5,40-49,HS,0.501176682,North Central,MI
33526,0,White,-0.5,18-29,HS,0.35348721299999997,Northeast,MA
33527,1,Hispanic,-0.5,18-29,HS,0.382275815,Northeast,NY
33528,0,White,-0.5,30-39,Some college,0.542676846,North Central,OH
33529,0,Black,-0.5,18-29,HS,0.409799486,North Central,IL
33530,1,White,0.5,30-39,HS,0.5037553579999999,Northeast,PA
33531,0,Black,-0.5,40-49,4-Year College,0.5037553579999999,Northeast,PA
33532,0,White,0.5,18-29,4-Year College,0.498029716,Northeast,NH
33533,1,Other,-0.5,18-29,4-Year College,0.338717892,West,CA
33534,0,White,0.5,70+,HS,0.542676846,North Central,OH
33535,0,White,-0.5,30-39,4-Year College,0.382275815,Northeast,NY
33536,1,White,-0.5,30-39,4-Year College,0.59818561,North Central,MO
33537,0,White,-0.5,30-39,4-Year College,0.438441611,West,OR
33538,0,Black,-0.5,60-69,HS,0.501176682,North Central,MI
33539,0,Other,-0.5,30-39,4-Year College,0.6354767410000001,North Central,NE
33540,0,Other,0.5,40-49,Some college,0.501176682,North Central,MI
33541,0,Hispanic,-0.5,40-49,HS,0.506188355,South,FL
33542,0,White,-0.5,60-69,HS,0.50407989,North Central,WI
33543,1,Hispanic,0.5,40-49,4-Year College,0.41213068799999997,West,WA
33544,0,White,-0.5,18-29,4-Year College,0.35983750299999995,South,MD
33545,0,Other,-0.5,18-29,4-Year College,0.338717892,West,CA
33546,1,White,-0.5,40-49,4-Year College,0.5037553579999999,Northeast,PA
33547,0,White,-0.5,30-39,Some college,0.519037458,South,NC
33548,0,White,-0.5,18-29,HS,0.5037553579999999,Northeast,PA
33549,0,White,0.5,50-59,HS,0.547132256,South,TX
33550,0,White,-0.5,18-29,Some college,0.63624343,South,TN
33551,0,Black,-0.5,30-39,Some college,0.409799486,North Central,IL
33552,0,Hispanic,0.5,30-39,4-Year College,0.382275815,Northeast,NY
33553,0,White,0.5,18-29,Some college,0.382275815,Northeast,NY
33554,0,White,-0.5,18-29,Some college,0.59818561,North Central,MO
33555,0,White,-0.5,30-39,HS,0.5037553579999999,Northeast,PA
33556,1,Black,0.5,30-39,4-Year College,0.35983750299999995,South,MD
33557,1,White,-0.5,18-29,Some college,0.438441611,West,OR
33558,0,White,-0.5,70+,HS,0.35348721299999997,Northeast,MA
33559,0,Black,-0.5,60-69,HS,0.5266117260000001,South,GA
33560,0,Black,-0.5,18-29,HS,0.506188355,South,FL
33561,1,White,-0.5,18-29,4-Year College,0.547132256,South,TX
33562,0,Other,-0.5,40-49,HS,0.574602564,South,SC
33563,0,White,-0.5,60-69,HS,0.382275815,Northeast,NY
33564,0,Other,0.5,18-29,4-Year College,0.382275815,Northeast,NY
33565,0,Hispanic,-0.5,50-59,Some college,0.547132256,South,TX
33566,0,White,-0.5,60-69,HS,0.721610523,South,WV
33567,1,White,-0.5,60-69,HS,0.59818561,North Central,MO
33568,0,Hispanic,0.5,50-59,Some college,0.382275815,Northeast,NY
33569,0,White,-0.5,18-29,Some college,0.5037553579999999,Northeast,PA
33570,1,Hispanic,0.5,30-39,Some college,0.518900234,West,AZ
33571,0,White,0.5,18-29,HS,0.519037458,South,NC
33572,0,Hispanic,-0.5,30-39,Some college,0.506188355,South,FL
33573,0,Black,-0.5,30-39,Some college,0.382275815,Northeast,NY
33574,0,White,-0.5,18-29,HS,0.6428513770000001,South,AR
33575,0,Black,0.5,50-59,4-Year College,0.5037553579999999,Northeast,PA
33576,0,Other,0.5,18-29,Some college,0.721610523,South,WV
33577,0,Other,0.5,30-39,Some college,0.519037458,South,NC
33578,1,White,-0.5,18-29,Some college,0.5037553579999999,Northeast,PA
33579,1,White,-0.5,70+,HS,0.50407989,North Central,WI
33580,0,Other,-0.5,18-29,4-Year College,0.487062906,West,NV
33581,1,Other,0.5,18-29,4-Year College,0.41213068799999997,West,WA
33582,0,Hispanic,-0.5,18-29,Some college,0.506188355,South,FL
33583,1,Black,0.5,40-49,Some college,0.574602564,South,SC
33584,0,Hispanic,-0.5,18-29,Some college,0.506188355,South,FL
33585,0,White,-0.5,50-59,HS,0.35983750299999995,South,MD
33586,1,White,0.5,60-69,HS,0.574602564,South,SC
33587,0,White,-0.5,18-29,4-Year College,0.35348721299999997,Northeast,MA
33588,0,White,-0.5,18-29,Some college,0.5037553579999999,Northeast,PA
33589,1,Black,-0.5,60-69,No HS,0.5266117260000001,South,GA
33590,0,White,-0.5,70+,HS,0.438441611,West,OR
33591,0,White,-0.5,18-29,Some college,0.416892959,Northeast,RI
33592,0,Black,-0.5,50-59,4-Year College,0.63624343,South,TN
33593,0,White,-0.5,18-29,No HS,0.518900234,West,AZ
33594,0,Black,0.5,30-39,HS,0.574602564,South,SC
33595,0,Black,-0.5,30-39,Some college,0.338717892,West,CA
33596,1,Black,-0.5,60-69,Some college,0.501176682,North Central,MI
33597,1,White,-0.5,50-59,HS,0.6428513770000001,South,AR
33598,0,White,-0.5,18-29,HS,0.6428513770000001,South,AR
33599,0,White,0.5,30-39,HS,0.643741436,South,AL
33600,1,White,-0.5,18-29,Some college,0.5037553579999999,Northeast,PA
33601,0,White,0.5,18-29,No HS,0.338717892,West,CA
33602,0,White,-0.5,30-39,4-Year College,0.471736237,South,VA
33603,0,White,-0.5,18-29,Some college,0.42715809899999996,Northeast,NJ
33604,0,White,-0.5,18-29,Post-grad,0.5037553579999999,Northeast,PA
33605,0,White,0.5,18-29,Post-grad,0.601173095,North Central,IN
33606,0,White,-0.5,40-49,HS,0.542676846,North Central,OH
33607,1,White,-0.5,18-29,HS,0.542676846,North Central,OH
33608,1,White,-0.5,18-29,4-Year College,0.506188355,South,FL
33609,0,Black,-0.5,60-69,4-Year College,0.643741436,South,AL
33610,1,White,-0.5,18-29,4-Year College,0.519037458,South,NC
33611,0,Black,-0.5,30-39,Some college,0.547132256,South,TX
33612,1,White,-0.5,18-29,4-Year College,0.409799486,North Central,IL
33613,0,Black,-0.5,50-59,4-Year College,0.6017167720000001,South,LA
33614,0,White,-0.5,18-29,Some college,0.506188355,South,FL
33615,0,White,-0.5,18-29,Some college,0.542676846,North Central,OH
33616,1,White,-0.5,40-49,HS,0.5266117260000001,South,GA
33617,0,Black,-0.5,18-29,Some college,0.574602564,South,SC
33618,1,White,-0.5,70+,No HS,0.506188355,South,FL
33619,1,White,-0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
33620,0,White,-0.5,18-29,HS,0.42715809899999996,Northeast,NJ
33621,1,White,-0.5,18-29,Post-grad,0.5037553579999999,Northeast,PA
33622,1,White,-0.5,18-29,HS,0.574602564,South,SC
33623,0,White,0.5,18-29,Some college,0.501176682,North Central,MI
33624,0,White,-0.5,18-29,HS,0.542676846,North Central,OH
33625,0,White,0.5,30-39,4-Year College,0.382275815,Northeast,NY
33626,0,White,0.5,18-29,4-Year College,0.5037553579999999,Northeast,PA
33627,0,Black,-0.5,30-39,4-Year College,0.519037458,South,NC
33628,0,Black,0.5,50-59,Some college,0.35983750299999995,South,MD
33629,0,White,0.5,18-29,Some college,0.547132256,South,TX
33630,0,Hispanic,-0.5,18-29,Some college,0.338717892,West,CA
33631,0,White,-0.5,18-29,4-Year College,0.409799486,North Central,IL
33632,0,Black,-0.5,18-29,HS,0.63624343,South,TN
33633,0,White,-0.5,30-39,Some college,0.50407989,North Central,WI
33634,0,White,-0.5,40-49,4-Year College,0.519037458,South,NC
33635,0,White,0.5,40-49,Some college,0.41213068799999997,West,WA
33636,0,Black,0.5,50-59,Some college,0.409799486,North Central,IL
33637,0,Other,-0.5,18-29,Some college,0.487062906,West,NV
33638,0,White,-0.5,40-49,4-Year College,0.63624343,South,TN
33639,0,Other,0.5,60-69,Post-grad,0.693047372,South,OK
33640,1,White,-0.5,30-39,4-Year College,0.409799486,North Central,IL
